Crop_Stage,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Spring Wheat - Emerged,124.97916666666667,132.41666666666666,132.91666666666666,139.13541666666666,132.64285714285714,127.82,135.46464646464648,134.68041237113403,129.28571428571428,126.18
Spring Wheat - Harvested,229.42857142857142,231.43157894736842,233.84536082474227,239.46,234.14285714285714,224.62222222222223,239.5979381443299,240.66666666666666,238.03092783505156,231.3030303030303
Spring Wheat - Headed,175.94791666666666,180.08045977011494,179.15384615384616,183.01052631578946,181.5,181.15151515151516,183.40404040404042,181.75,185.79,178.26
Spring Wheat - Planted,111.79,116.75862068965517,114.98969072164948,117.5,112.6,110.39,118.49,122.18,111.94,109.38
